User ID,Enrollment Date,Subscription Plan,Course Completion Rate,Courses Enrolled,Login Frequency (per month),Time Spent per Session (mins),Last Active Date,Forum Participation,Quiz Participation Rate,Assignment Submission Rate,Video Watch Completion Rate,Survey Response (1-5),Feedback Sentiment,Support Ticket Sentiment,Incomplete Courses Count,Engagement_inper,churn,Course Reminder Response,Gamified Progress Engagement,AI Recommendation Click Rate
U0341,17-01-2022,Basic,38.09,2,20,51.8,09-01-2023,1,44.89,49.4,65.72,2,Positive,N/A,2,78.45,1,Not Clicked,Inactive,98.25
U0342,21-06-2022,Basic,87.75,7,25,65,14-06-2023,8,59.9,11.85,43.9,1,Positive,N/A,4,59.62,0,Clicked,Active,15.67
U0343,08-08-2022,Basic,54.29,3,12,108.1,31-12-2022,27,7.17,1.36,4.49,3,Positive,Positive,0,89.33,0,Not Clicked,Active,54.08
U0344,07-06-2022,Premium,31.28,3,1,27.6,19-08-2022,37,22.68,30.32,92.01,2,Neutral,Neutral,3,17.2,1,Not Clicked,Inactive,9.89
U0345,22-04-2023,Basic,73.14,2,23,7.6,07-08-2023,2,93.15,69.8,47.03,1,Positive,Neutral,3,42.07,0,Clicked,Active,31.85
U0346,15-02-2022,Basic,37.29,4,22,104.1,16-06-2022,19,90.84,79.03,2.9,5,Positive,Negative,2,83.28,0,Clicked,Inactive,52.75
U0347,08-01-2023,Basic,27.81,8,8,71.4,24-01-2023,5,78.13,29.58,68.98,3,Negative,Positive,2,1.92,0,Not Clicked,Inactive,94.66
U0348,02-06-2023,Basic,88.96,1,5,107.4,14-12-2023,38,1.94,49.57,48.18,3,Positive,Positive,4,11.22,0,Clicked,Inactive,39.12
U0349,09-04-2022,Basic,56.81,1,15,73.6,01-03-2023,32,32.7,42.11,12.43,2,Positive,Neutral,2,99.06,1,Not Clicked,Active,6.49
U0350,06-02-2022,Standard,79.94,5,1,98.2,20-12-2022,0,62.8,41.05,21.43,4,Positive,Neutral,4,28.04,1,Not Clicked,Inactive,38.82
U0351,07-10-2022,Standard,43.25,5,1,54.4,30-07-2023,36,27.52,23.13,6.45,5,Neutral,N/A,2,97.55,1,Clicked,Active,14.57
U0352,15-12-2022,Basic,82.96,1,25,91.2,23-08-2023,5,90.96,13.64,57.43,4,Positive,N/A,4,18.25,1,Not Clicked,Inactive,23
U0353,12-05-2023,Basic,28.95,6,10,110,07-09-2023,44,63.39,19.67,62.2,3,Neutral,Neutral,2,36.11,0,Clicked,Active,61.81
U0354,29-10-2022,Basic,48.48,1,22,70.8,08-04-2023,33,7.19,5.53,50.57,4,Positive,Positive,1,75.29,0,Clicked,Inactive,6.74
U0355,30-06-2022,Basic,98.24,5,10,25.8,13-01-2023,46,90.9,19.81,81.71,1,Positive,Positive,4,65.78,1,Not Clicked,Active,46.47
U0356,30-08-2023,Standard,83.52,9,21,35.9,13-10-2023,14,95.78,0.92,86.1,5,Positive,Neutral,1,58.11,0,Not Clicked,Active,60.95
U0357,09-04-2022,Standard,59.78,5,15,27.8,16-02-2023,44,7.77,62.73,61.56,4,Neutral,N/A,1,52.99,0,Not Clicked,Active,42.19
U0358,01-12-2023,Basic,47.18,6,17,33.4,27-05-2024,25,53.24,31.64,1.28,1,Neutral,Neutral,1,84.34,1,Not Clicked,Active,1.91
U0359,26-04-2022,Standard,89.77,8,22,40.2,08-06-2022,13,30.34,97.31,69.52,2,Neutral,Neutral,1,23.49,0,Not Clicked,Inactive,98.55
U0360,10-07-2022,Basic,63.59,1,6,68.8,06-04-2023,6,39.28,19.37,41.8,4,Neutral,N/A,0,44.25,0,Not Clicked,Active,36.71
U0361,10-09-2022,Premium,80.67,2,3,72.6,26-11-2022,45,17.97,34.58,56.56,5,Positive,N/A,3,15.55,1,Clicked,Active,77.86
U0362,10-06-2022,Standard,80.33,9,13,54,01-05-2023,30,57.81,35.78,64.91,1,Neutral,Positive,0,59.59,1,Not Clicked,Active,32.56
U0363,13-09-2022,Standard,21.44,3,16,75.8,09-03-2023,23,95.8,0.85,35.02,4,Positive,Positive,2,25.05,0,Not Clicked,Active,47.5
U0364,19-11-2022,Basic,30.1,6,8,14.4,10-11-2023,30,50.31,83.92,91.71,2,Neutral,Neutral,2,33.38,1,Clicked,Active,38.85
U0365,08-05-2022,Premium,72.77,5,15,15.1,10-05-2022,28,8.29,3.2,13.4,4,Positive,Negative,3,47.13,0,Not Clicked,Inactive,34.25
U0366,18-01-2022,Basic,32.93,2,17,24.8,19-08-2022,41,62,94.02,67.15,1,Positive,N/A,3,2.68,0,Clicked,Active,2.19
U0367,20-07-2023,Basic,40.44,7,17,64.6,25-06-2024,31,34.02,89.21,0.44,4,Positive,Positive,3,9.19,1,Not Clicked,Active,36
U0368,24-07-2023,Basic,95.73,4,22,29.6,05-10-2023,16,85.59,53.55,92.47,5,Positive,Positive,1,68.59,1,Not Clicked,Active,88.95
U0369,19-11-2022,Basic,64.81,1,26,37.6,08-01-2023,13,43.47,54.36,11.25,3,Positive,N/A,0,42.9,0,Not Clicked,Active,69.04
U0370,17-11-2023,Premium,80.06,4,13,51,22-01-2024,39,19.28,65.38,9.49,1,Neutral,N/A,2,86.48,0,Clicked,Active,14.54
U0371,18-09-2023,Standard,64.64,6,17,98.4,14-08-2024,35,19.11,38.71,33.3,1,Positive,N/A,0,69.47,0,Not Clicked,Active,59.12
U0372,15-10-2022,Basic,64.2,7,6,6.6,15-01-2023,47,76.88,64.72,37.36,1,Positive,Neutral,0,0.81,0,Clicked,Inactive,89.22
U0373,25-10-2023,Standard,27.53,7,17,79.7,17-04-2024,23,26.56,4.48,21.43,1,Neutral,Neutral,0,61.67,0,Not Clicked,Active,70
U0374,01-10-2023,Premium,47.49,7,16,81.9,22-02-2024,44,76.72,5.4,58.51,4,Positive,Positive,3,9.37,0,Not Clicked,Active,14.87
U0375,04-06-2022,Premium,42.59,3,14,96.8,10-06-2022,26,20.59,45.72,44.29,5,Neutral,Positive,3,78.09,0,Not Clicked,Active,86.78
U0376,05-05-2023,Standard,51.26,6,13,112.3,28-01-2024,24,32.17,54.96,3.42,2,Positive,Neutral,2,99.15,0,Not Clicked,Inactive,30.15
U0377,21-01-2023,Premium,83.87,8,6,7.3,08-12-2023,31,46.55,88.78,31.97,5,Negative,Neutral,2,53.12,0,Not Clicked,Inactive,45.41
U0378,14-04-2022,Premium,49.75,4,3,22.7,17-04-2022,17,94.32,10.47,81.04,1,Positive,Positive,2,68.28,1,Clicked,Active,52.61
U0379,28-01-2023,Standard,56.14,8,14,106.9,14-06-2023,45,93.17,82.26,68.97,4,Positive,N/A,0,23.73,0,Clicked,Inactive,85.05
U0380,03-09-2022,Basic,51.79,2,14,57.7,21-04-2023,17,20.69,21,72.49,4,Positive,Positive,3,43.76,0,Not Clicked,Active,93.16
U0381,25-06-2022,Standard,27.47,9,15,69.9,20-09-2022,36,35.82,39.41,69.81,1,Positive,N/A,1,85.61,1,Clicked,Active,92.97
U0382,08-02-2022,Premium,55.29,9,8,81.2,24-02-2022,25,14.94,31.66,31.1,4,Negative,Positive,0,16.74,1,Clicked,Active,0.8
U0383,22-04-2023,Basic,35.65,8,29,83.1,12-06-2023,8,51,40.02,9.97,1,Positive,N/A,4,26.55,0,Not Clicked,Active,92.19
U0384,13-11-2023,Premium,34.94,1,15,112.2,25-03-2024,34,46.06,15.05,27.25,5,Positive,Positive,0,44.54,0,Clicked,Active,5.44
U0385,22-06-2023,Basic,27.52,2,22,119.6,18-01-2024,7,90.08,50.36,83.18,3,Positive,N/A,3,71.22,1,Clicked,Active,26.58
U0386,12-02-2023,Basic,48.53,6,29,87.8,02-01-2024,19,93,80.16,98.05,4,Neutral,Positive,4,37.59,0,Not Clicked,Active,51.5
U0387,09-06-2023,Basic,80.6,5,27,38,13-01-2024,41,38.36,44.15,49.38,1,Positive,Neutral,0,92.77,1,Clicked,Active,47.99
U0388,21-05-2023,Basic,42.12,9,13,106.2,11-12-2023,21,49.17,49.06,0.97,1,Negative,N/A,3,9.45,0,Clicked,Active,60.47
U0389,05-02-2022,Premium,44.99,5,17,10.7,03-09-2022,18,89.62,84.88,14,4,Positive,Positive,3,37.08,0,Clicked,Active,47.94
U0390,16-11-2023,Premium,71.41,2,21,31.6,18-08-2024,29,80.67,70.61,32.21,2,Positive,Positive,1,70.9,0,Not Clicked,Inactive,93.44
U0391,20-01-2022,Premium,35.67,4,24,108.2,12-02-2022,27,0.37,49.05,57.86,1,Positive,N/A,0,22.6,1,Not Clicked,Active,24.05
U0392,17-11-2022,Standard,91.76,9,3,34.5,20-11-2022,34,32.01,25.77,7.51,4,Neutral,N/A,3,65.64,1,Not Clicked,Inactive,27.4
U0393,27-05-2023,Basic,61.62,1,28,30.4,25-10-2023,42,42.18,88.49,94.34,1,Neutral,Positive,2,16.42,0,Clicked,Inactive,92.07
U0394,04-02-2023,Standard,55.81,1,6,20.9,20-10-2023,10,22.97,57.7,36.51,2,Positive,Positive,3,5.6,0,Not Clicked,Active,7.67
U0395,16-10-2023,Standard,64.63,7,5,103.8,03-09-2024,30,19.96,22.11,91.26,3,Positive,Positive,1,12.1,0,Not Clicked,Active,60.96
U0396,16-04-2023,Standard,33.28,3,22,62.5,06-04-2024,48,3.78,26.91,78.05,2,Neutral,Positive,3,93,0,Not Clicked,Active,68.17
U0397,23-05-2022,Basic,69.08,2,26,82.6,06-11-2022,47,64.34,80.31,75.54,5,Positive,N/A,0,55.18,1,Not Clicked,Active,50.55
U0398,02-04-2022,Standard,49.05,9,17,32.5,24-09-2022,38,26.25,4.41,60.67,4,Positive,Neutral,0,79.63,0,Clicked,Active,69.42
U0399,20-12-2022,Standard,91.77,3,23,92.2,25-10-2023,35,5.23,99.21,62.68,2,Positive,Neutral,4,33.27,1,Clicked,Active,17.28
U0400,28-12-2023,Premium,33.51,2,25,92.4,13-10-2024,29,23.1,13.04,63.8,3,Positive,N/A,0,59.27,0,Clicked,Active,85.26
U0401,20-02-2022,Premium,60.56,8,2,40.9,16-04-2022,22,80.19,79.61,62.87,1,Positive,Neutral,4,49.5,1,Clicked,Inactive,14
U0402,27-10-2023,Standard,67.85,6,26,52.2,11-02-2024,18,85.15,39.48,55.37,4,Positive,Negative,2,94.57,1,Not Clicked,Active,40.08
U0403,29-11-2023,Standard,22.67,6,15,29.1,19-09-2024,11,48.31,49.22,98.64,2,Positive,Neutral,1,74.76,0,Not Clicked,Inactive,7.53
U0404,29-07-2023,Standard,49.1,7,5,117.3,16-06-2024,14,41.61,88.07,73.23,3,Neutral,Neutral,2,73.05,0,Not Clicked,Active,54.52
U0405,09-07-2022,Basic,78.61,7,26,79.2,06-05-2023,30,97.79,41.29,77.69,2,Positive,Neutral,4,4.64,0,Clicked,Inactive,66.97
U0406,05-05-2022,Premium,85.63,6,20,112.5,03-04-2023,42,20.06,53.75,87.25,5,Neutral,Positive,3,54.97,0,Clicked,Active,94.12
U0407,30-05-2022,Premium,45.05,4,6,39.9,17-10-2022,36,21.54,4.93,21.56,4,Positive,Positive,3,46.7,0,Clicked,Active,73.93
U0408,10-11-2022,Standard,83.89,9,6,94.9,13-04-2023,36,29.19,0.23,8.38,1,Neutral,Positive,2,92.78,0,Clicked,Inactive,54.11
U0409,24-07-2023,Basic,97.42,6,27,93.1,10-04-2024,14,17.28,24.48,48.29,3,Positive,Positive,3,25.73,1,Clicked,Inactive,93.26
U0410,08-12-2022,Basic,88.55,4,18,84.5,06-09-2023,28,37.94,68.06,51.41,2,Neutral,Neutral,4,26.98,0,Not Clicked,Active,47.84
U0411,01-11-2022,Standard,29.41,3,18,116,20-06-2023,49,91.08,12.13,82.92,4,Positive,Neutral,1,41.13,1,Clicked,Active,56.12
U0412,23-11-2023,Basic,79.18,4,4,50.3,20-07-2024,42,61.53,11.38,44.38,2,Neutral,Neutral,0,24.34,1,Not Clicked,Inactive,59.61
U0413,13-11-2023,Premium,45.57,3,17,20,01-11-2024,25,41.19,41.1,57.09,4,Positive,Positive,4,12.92,1,Clicked,Inactive,41
U0414,23-02-2022,Basic,99.07,2,25,82.2,25-01-2023,43,93.44,64.78,52.71,5,Positive,Negative,4,85.74,0,Not Clicked,Active,83.85
U0415,20-03-2023,Basic,58.83,5,14,88.9,02-12-2023,1,4.85,71.21,3.82,2,Negative,Positive,0,55.83,0,Not Clicked,Active,18.52
U0416,05-09-2023,Premium,29.79,2,14,71.1,10-05-2024,19,21.03,17.85,61.52,5,Positive,Neutral,0,86.14,0,Clicked,Inactive,55.48
U0417,21-09-2022,Standard,78.01,6,13,28.8,06-12-2022,14,56.59,7.96,82.8,3,Positive,N/A,1,83.11,0,Not Clicked,Active,72.22
U0418,22-02-2022,Basic,45.84,3,7,63,20-08-2022,3,61.56,94.04,15.75,5,Negative,Positive,1,28.2,0,Not Clicked,Inactive,90.4
U0419,26-07-2023,Basic,99.77,6,12,40.9,29-09-2023,21,3.96,26.07,59.43,4,Positive,N/A,1,54.77,1,Not Clicked,Active,88.39
U0420,12-09-2023,Basic,98.38,9,23,54.2,15-07-2024,49,40.3,85.33,59.36,3,Positive,N/A,3,8.32,0,Not Clicked,Inactive,50.87
U0421,05-01-2022,Standard,72.49,1,15,79.2,18-12-2022,37,64.92,86.35,16.42,2,Negative,Positive,4,91.53,0,Clicked,Inactive,64.32
U0422,13-04-2022,Basic,30.39,6,19,90.7,30-09-2022,22,69.81,77.25,12.35,2,Positive,Positive,0,40.43,1,Not Clicked,Inactive,39.42
U0423,15-07-2022,Standard,74.95,9,11,31.7,05-08-2022,25,63.81,16.88,98.01,4,Neutral,N/A,4,39.37,0,Not Clicked,Active,46.82
U0424,16-12-2022,Premium,27.44,4,15,51.6,01-04-2023,10,32.06,82.18,39.37,1,Positive,Positive,4,30.28,0,Clicked,Active,90.63
U0425,16-02-2022,Basic,22.35,2,12,36,04-01-2023,27,9.35,76.93,22.74,1,Neutral,N/A,1,46.07,1,Clicked,Active,93.07
U0426,18-10-2023,Premium,85.84,4,3,27.8,31-05-2024,1,42.71,59.67,17.13,2,Positive,Neutral,1,25.18,0,Not Clicked,Inactive,89.54
U0427,26-09-2022,Premium,36.78,1,17,95.1,29-04-2023,7,12.88,33.72,66.76,4,Negative,Positive,4,37.49,0,Clicked,Inactive,13.84
U0428,05-01-2023,Basic,50.32,3,3,109.6,14-03-2023,28,94.76,26.25,60.94,1,Positive,Positive,1,79.99,0,Not Clicked,Active,85.01
U0429,28-09-2023,Premium,97.88,9,19,47.6,20-12-2023,10,47.52,12.19,64.36,5,Positive,Neutral,3,83.43,1,Not Clicked,Inactive,94.84
U0430,16-04-2022,Standard,46.95,5,20,91.4,27-07-2022,36,31.73,50.98,8.8,2,Neutral,Neutral,0,30.42,0,Not Clicked,Inactive,36.12
U0431,01-11-2023,Premium,43.72,6,4,108.2,09-12-2023,17,76.63,58.53,89.35,5,Positive,Negative,4,46.9,0,Clicked,Active,51.86
U0432,21-10-2023,Standard,93.46,3,3,102.3,02-11-2023,49,49.79,35.93,38.93,4,Neutral,N/A,0,87.38,0,Clicked,Active,77.91
U0433,19-10-2023,Standard,28.86,5,26,26,10-08-2024,13,31,47.54,31.34,5,Neutral,N/A,3,5.27,0,Clicked,Inactive,56.21
U0434,30-04-2022,Standard,80.77,8,16,115,08-03-2023,9,81.2,36.35,46.24,1,Positive,Positive,1,88.91,0,Not Clicked,Active,99.35
U0435,27-08-2023,Premium,99.05,6,12,48.3,23-02-2024,34,86.72,64.1,39.01,1,Neutral,N/A,2,21.92,0,Not Clicked,Inactive,45.57
U0436,27-02-2022,Standard,92.1,4,8,44,21-11-2022,8,67.3,90.13,86.36,3,Positive,N/A,3,67.85,0,Not Clicked,Active,71.39
U0437,12-12-2022,Standard,72.13,2,24,12.2,24-12-2022,34,4.7,16.39,92.93,2,Positive,N/A,2,58.26,0,Not Clicked,Inactive,79.26
U0438,19-04-2023,Premium,45.12,9,29,60.9,16-08-2023,10,56.63,38.14,30.35,4,Positive,Neutral,0,55.29,0,Clicked,Active,49.41
U0439,27-04-2022,Basic,40.35,1,29,17.5,14-04-2023,43,76.33,14.09,86.39,2,Neutral,N/A,4,85.94,0,Clicked,Active,85.7
U0440,07-05-2022,Basic,85.54,1,17,33.6,02-07-2022,11,13.65,62.49,78.15,5,Positive,Neutral,1,10.16,0,Not Clicked,Active,54.62
U0441,28-01-2023,Basic,90.39,4,7,41.4,08-03-2023,2,22.87,72.89,93.08,4,Neutral,Neutral,3,34.7,0,Clicked,Active,41.17
U0442,03-10-2023,Basic,62.03,7,11,98,02-09-2024,38,88.25,93.19,24.58,4,Positive,N/A,1,53.83,0,Clicked,Active,10.78
U0443,27-02-2022,Basic,39.55,1,18,105.7,04-07-2022,13,2.01,27.89,57.7,1,Neutral,Positive,2,81.13,1,Clicked,Active,39.34
U0444,26-09-2023,Premium,29.04,9,1,39.8,16-03-2024,27,75.27,95.02,27.45,5,Positive,Positive,2,21.64,1,Clicked,Inactive,73.39
U0445,28-05-2023,Basic,26.97,4,3,103.8,01-07-2023,10,47.38,6.33,82.41,1,Neutral,N/A,4,80.29,0,Clicked,Inactive,92.13
U0446,06-04-2022,Standard,77.53,3,4,103.6,20-12-2022,38,44.68,60.3,0.53,1,Positive,Positive,2,39.96,0,Not Clicked,Active,25.17
U0447,30-09-2023,Basic,53.61,1,13,92.9,04-10-2023,24,0.71,5.71,56.48,3,Positive,N/A,4,18.89,0,Not Clicked,Inactive,35.52
U0448,28-04-2022,Premium,92.43,4,6,21.9,01-12-2022,20,81.94,89.38,33.92,1,Positive,N/A,3,75.9,0,Not Clicked,Active,15.4
U0449,14-07-2023,Premium,79.17,9,26,84.4,24-07-2023,9,35.98,52.98,32.27,2,Neutral,Positive,4,9.09,0,Not Clicked,Inactive,69.07
U0450,24-08-2023,Standard,35.3,6,14,113.7,15-07-2024,42,54.08,66.93,64.49,4,Positive,Neutral,2,51.48,0,Not Clicked,Inactive,96.02
U0451,03-05-2023,Premium,69.1,6,5,83.5,27-08-2023,14,67.73,83.16,85.15,1,Neutral,N/A,0,6.39,1,Not Clicked,Active,64.1
U0452,25-08-2022,Basic,54.84,1,16,43.1,24-02-2023,18,70.26,15.03,60.92,2,Positive,Neutral,4,35.64,0,Clicked,Inactive,61.71
U0453,29-09-2022,Premium,66.18,2,15,62.6,25-09-2023,47,95.6,3.86,85.32,5,Neutral,N/A,1,60.11,0,Not Clicked,Inactive,55.35
U0454,08-07-2022,Basic,79.05,6,15,79.3,31-10-2022,21,53.13,87.89,26.46,4,Positive,N/A,0,55.61,1,Clicked,Active,8.85
U0455,05-12-2023,Premium,84.5,2,4,63.7,14-05-2024,20,39.97,31.49,51.95,5,Positive,Neutral,4,40.47,0,Clicked,Inactive,72.95
U0456,23-03-2023,Basic,87.5,3,8,18.8,28-05-2023,43,95.37,12.9,45.05,2,Positive,Positive,1,42.9,0,Clicked,Inactive,60.2
U0457,04-08-2023,Standard,40.32,4,27,40.9,19-02-2024,31,64.21,46.85,1.16,5,Positive,N/A,0,22.68,1,Not Clicked,Active,66.15
U0458,04-09-2022,Standard,22.49,5,16,97.3,04-10-2022,49,29.82,59.83,55.68,5,Positive,Neutral,4,45.59,1,Clicked,Inactive,89.88
U0459,17-03-2022,Basic,79.14,9,28,104.1,30-05-2022,22,12.65,3.1,66.15,5,Negative,Positive,3,95.33,1,Clicked,Inactive,78.4
U0460,03-06-2022,Basic,28.51,4,16,20.8,25-01-2023,12,84.26,27.49,59.19,1,Negative,N/A,1,85.05,0,Clicked,Active,78.09
U0461,18-10-2023,Basic,45.19,9,4,114.5,08-09-2024,4,36.22,3.28,73.63,1,Neutral,N/A,3,14.52,0,Not Clicked,Active,92.72
U0462,11-03-2023,Basic,20.31,3,13,42.8,15-05-2023,3,66.05,42.03,57.13,1,Positive,Negative,2,2.98,1,Not Clicked,Active,98.99
U0463,27-03-2022,Standard,74.53,8,26,81.2,04-06-2022,27,47.08,89.51,6.68,4,Positive,Neutral,4,93.35,0,Not Clicked,Inactive,58.13
U0464,28-11-2023,Basic,33.37,1,28,91.5,19-09-2024,13,19.89,98.27,11.64,2,Neutral,Negative,4,52.67,1,Clicked,Inactive,10.89
U0465,12-10-2022,Basic,72.42,9,13,98.4,31-10-2022,7,60.17,63.7,59.65,1,Positive,N/A,1,53.78,0,Clicked,Active,45.91
U0466,08-08-2022,Basic,99.34,9,2,113.8,21-03-2023,8,6.07,16.16,27.5,5,Negative,N/A,4,78.07,0,Not Clicked,Inactive,78.76
U0467,10-03-2022,Premium,25.81,2,3,41,24-09-2022,34,41.33,90.58,7.96,5,Positive,N/A,2,31.47,1,Clicked,Inactive,2.77
U0468,16-02-2022,Basic,26.17,4,22,103.7,26-03-2022,36,54.66,51.62,42.96,5,Negative,Neutral,4,48.19,0,Not Clicked,Inactive,5.69
U0469,04-04-2022,Basic,47.23,8,8,20.1,26-08-2022,20,43.6,15.37,55.43,5,Positive,N/A,0,96.87,0,Not Clicked,Active,6.72
U0470,29-03-2023,Basic,89.31,7,24,86.1,12-05-2023,17,74.87,92.17,32.87,3,Neutral,N/A,3,67.21,0,Not Clicked,Active,73.1
U0471,23-07-2022,Standard,37.24,1,15,90.3,13-06-2023,32,82.79,75.75,72.04,4,Positive,Positive,2,15.37,0,Not Clicked,Inactive,50.12
U0472,06-08-2022,Premium,48.83,5,11,82.9,04-11-2022,7,77.12,73.17,64.38,2,Neutral,Positive,2,13.32,0,Clicked,Active,36.89
U0473,19-04-2023,Basic,25.48,7,9,34,12-12-2023,48,3.88,70.92,33.28,2,Positive,N/A,3,20.43,0,Clicked,Inactive,10.56
U0474,08-03-2023,Basic,81.05,4,7,105.4,16-05-2023,16,19.41,20.03,75.49,1,Neutral,Positive,3,76.67,0,Not Clicked,Inactive,73.22
U0475,07-12-2022,Standard,52.66,1,13,24.4,21-05-2023,42,53.66,21.1,64.87,3,Neutral,Positive,2,29.54,1,Clicked,Active,32.1
U0476,05-07-2023,Standard,80.74,9,2,11.2,11-11-2023,30,93.48,68.83,63.74,2,Positive,Positive,3,2.14,0,Clicked,Inactive,26.53
U0477,04-09-2023,Basic,92.29,5,8,87.5,04-04-2024,33,83.5,21.97,55.34,4,Positive,Neutral,1,94.42,1,Clicked,Active,65.23
U0478,16-10-2022,Standard,38.62,2,7,59.7,20-09-2023,5,84.25,43.87,1.14,5,Positive,Positive,3,16.97,0,Clicked,Active,55.9
U0479,11-09-2022,Premium,84.59,8,24,102.6,08-12-2022,21,30.32,78.2,69.65,1,Positive,Neutral,0,0.96,0,Clicked,Active,36.24
U0480,23-12-2022,Basic,24.73,2,12,49.1,22-11-2023,13,42.94,78.4,37.6,4,Positive,N/A,0,23.71,0,Clicked,Active,64.15
U0481,23-01-2022,Standard,91.91,3,19,24.4,01-10-2022,2,47.07,45.33,94.26,2,Positive,N/A,1,23.5,1,Not Clicked,Active,27.12
U0482,06-06-2023,Standard,72.06,1,7,101.2,19-05-2024,11,15.74,79.22,81.8,3,Positive,N/A,3,42.2,1,Not Clicked,Inactive,79.48
U0483,10-04-2022,Standard,89.94,2,10,68.1,20-06-2022,35,3.11,83.86,58.77,1,Neutral,Positive,0,92.04,1,Not Clicked,Inactive,22.93
U0484,29-06-2022,Basic,20.02,7,29,26.8,10-12-2022,11,94.69,65.48,25.22,2,Neutral,N/A,4,87.92,0,Not Clicked,Active,15.88
U0485,11-08-2022,Basic,33.53,2,25,87.8,28-09-2022,44,24.07,22.84,20.37,1,Positive,N/A,3,45.69,0,Clicked,Inactive,78.24
U0486,21-10-2023,Premium,51.18,6,16,63.8,11-12-2023,1,23.99,27.4,34.04,2,Neutral,Negative,1,41.09,1,Clicked,Active,70.79
U0487,18-03-2023,Premium,50.36,3,3,74.5,31-12-2023,1,8.34,31.48,47.66,5,Neutral,Positive,3,55.5,1,Clicked,Active,18.26
U0488,31-08-2023,Standard,38.14,4,10,58,03-06-2024,14,92.85,11.68,29.61,3,Positive,Neutral,2,24.35,1,Not Clicked,Inactive,11.62
U0489,21-11-2022,Standard,50.53,8,6,100.3,14-03-2023,22,57.97,27.32,51.49,5,Positive,N/A,2,5.22,0,Not Clicked,Inactive,83.84
U0490,31-05-2023,Standard,30.31,3,18,100.4,24-01-2024,28,66.7,20.95,16.54,2,Positive,Negative,0,93.92,1,Clicked,Inactive,77.66
U0491,16-01-2022,Standard,53.02,6,18,86.6,28-05-2022,16,91.16,45.53,97.77,4,Neutral,N/A,2,18.67,0,Clicked,Active,32.73
U0492,02-12-2022,Basic,84.19,1,5,17.1,01-09-2023,31,34.56,90.84,10.79,5,Neutral,Neutral,1,19.84,0,Not Clicked,Inactive,65.82
U0493,15-09-2022,Basic,58.33,7,21,101.5,27-02-2023,6,62.15,10.45,93.19,4,Positive,Neutral,0,47.25,0,Not Clicked,Inactive,12.42
U0494,12-05-2023,Premium,21.44,8,29,82.2,28-02-2024,29,3.88,72.03,91.36,2,Neutral,N/A,1,49.16,0,Not Clicked,Inactive,50.7
U0495,09-06-2022,Basic,53.72,8,7,85.2,06-02-2023,27,18.68,68.73,52.54,3,Positive,Positive,1,1.84,1,Clicked,Active,1.87
U0496,20-04-2023,Premium,22.17,3,28,46.7,04-03-2024,13,83.12,9.58,72.49,4,Positive,Negative,2,14.8,1,Clicked,Active,39.16
U0497,26-10-2023,Basic,97.3,1,2,106.1,11-03-2024,43,76.68,92.26,43.6,2,Neutral,N/A,2,37.82,1,Not Clicked,Inactive,7.48
U0498,21-11-2023,Basic,30.2,9,11,88.4,07-02-2024,29,35.06,56.85,63,4,Neutral,N/A,1,68.37,0,Not Clicked,Inactive,47.51
U0499,06-11-2023,Basic,76.62,6,13,17.9,23-04-2024,16,37.68,36.37,34.06,5,Positive,Positive,2,22.84,0,Not Clicked,Active,42.17
U0500,15-01-2023,Standard,97.82,9,23,51.9,17-05-2023,31,53.36,75.65,30.12,2,Positive,Positive,2,42.3,1,Not Clicked,Active,44.44
U0501,29-06-2023,Premium,86.08,7,5,106.9,21-12-2023,45,0.02,25.74,57.82,5,Negative,Negative,2,55.73,0,Not Clicked,Active,4.53
U0502,22-11-2023,Basic,75.95,1,6,10.4,16-09-2024,5,24.12,69.35,49.81,1,Positive,N/A,3,88.86,1,Not Clicked,Active,36.16
U0503,03-03-2023,Premium,87.16,1,24,115.6,23-05-2023,23,20.82,3.97,57.95,2,Neutral,Neutral,1,32.61,0,Clicked,Active,75.65
U0504,05-09-2023,Standard,98.54,6,26,83.1,30-11-2023,5,25.05,83.94,28.67,4,Positive,Neutral,4,13.36,0,Clicked,Active,36.89
U0505,25-09-2022,Premium,69.71,5,29,77.6,07-05-2023,26,80.59,44.82,36.7,1,Positive,Positive,1,48.93,0,Not Clicked,Active,71.52
U0506,31-07-2023,Basic,64.73,9,14,36.1,15-08-2023,17,27.97,63.67,8.39,5,Positive,N/A,0,74.67,1,Clicked,Active,36.95
U0507,21-02-2023,Premium,70.26,2,12,33.6,27-12-2023,23,19.15,22.12,5.23,5,Positive,N/A,2,10.99,0,Not Clicked,Active,42.32
U0508,17-06-2022,Standard,62.61,8,4,113.3,09-06-2023,36,50.43,67.71,25.35,4,Neutral,N/A,2,42.47,0,Not Clicked,Active,56.39
U0509,12-02-2022,Basic,70.81,5,29,39.3,24-07-2022,23,86.56,77.22,7.42,1,Positive,Neutral,4,1.78,1,Not Clicked,Active,95.07
U0510,10-07-2023,Basic,55.99,2,23,94.2,15-10-2023,37,24.13,47.32,10.38,3,Positive,N/A,0,3.36,0,Clicked,Inactive,10.89
U0511,12-10-2022,Premium,37.48,6,6,50.2,16-03-2023,33,7.85,61.77,81.29,4,Positive,Neutral,3,48.3,1,Clicked,Active,3.29
U0512,01-02-2023,Premium,29.62,8,10,21,02-02-2023,39,35.64,45.63,3.89,5,Positive,Neutral,1,29.82,0,Not Clicked,Inactive,60.8
